1234567890,,100
通道1,通道2,通道3,通道4,通道5,通道6,通道7,通道8,通道9,通道10,通道11,通道12,通道13,通道14,通道15,通道16
110.577,118.206,100.906,122.135,95.661,122.86,111.073,107.773,107.086,110.767,103.996,106.19,107.677,118.607,15.533,-5.981
121.639,113.457,108.479,112.465,112.16,110.176,98.732,110.538,104.893,110.538,100.983,103.271,106.152,103.157,3.059,10.67
109.489,109.718,103.043,118.034,109.718,108.459,116.985,108.746,100.639,117.691,107.563,104.301,103.748,104.473,6.626,1.591
109.833,110.958,105.198,110.748,102.032,109.528,111.53,110.062,106.018,116.909,105.408,113.247,114.334,113.342,8.057,2.449
111.664,99.133,115.498,107.449,100.105,102.28,113.972,104.073,99.781,120.075,113.838,115.974,114.735,117.844,0.256,15.247
103.062,106.533,103.901,112.083,99.171,104.74,109.947,108.288,107.239,116.795,112.198,115.879,114.468,119.255,5.329,6.416
107.773,97.797,106.991,105.16,101.879,108.421,114.697,109.146,121.506,117.825,108.459,107.43,109.241,108.288,0.561,8.839
100.925,101.288,104.759,108.86,101.879,105.885,119.541,111.645,110.195,113.323,108.231,109.375,107.582,108.517,1.419,9.392
90.302,120.991,106.972,107.391,104.263,110.023,113.934,106.667,105.885,116.261,105.274,108.669,111.378,112.865,10.841,2.258
110.92,109.795,112.865,107.296,104.95,105.274,109.699,104.301,103.348,117.004,107.315,108.498,110.958,112.007,6.912,2.583
111.855,119.884,110.023,109.566,104.607,101.192,111.759,106.686,103.31,111.816,105.808,112.598,105.35,109.928,3.765,6.416
106.304,119.16,97.359,120.552,107.792,109.394,116.089,105.083,104.321,113.457,105.122,106.113,105.484,104.759,-1.785,7.027
111.282,106.953,105.408,113.533,109.642,109.432,116.795,112.713,105.656,113.247,105.141,101.116,109.051,107.582,3.098,3.098
109.718,109.356,104.511,114.162,105.236,106.323,115.402,108.402,108.364,115.269,109.489,111.168,107.506,111.263,-0.565,8.438
105.103,110.004,105.255,115.192,93.239,111.931,113.838,106.667,103.901,117.252,114.449,112.274,118.282,117.863,6.092,2.296
111.073,98.064,118.034,108.612,99.934,105.579,111.778,105.408,109.642,117.157,111.53,114.143,113.209,114.544,5.043,11.929
99.056,104.073,105.045,113.419,97.416,104.282,118.855,109.432,109.642,121.029,103.958,114.658,115.154,114.811,4.223,7.008
104.378,98.713,107.01,103.825,103.901,106.953,116.833,115.498,106.705,119.675,109.814,113.209,112.122,112.465,8.686,4.7
103.348,100.945,109.089,97.931,116.089,107.697,111.511,107.811,109.566,116.737,103.481,114.201,110.443,113.686,2.449,7.923
99.857,127.399,106.247,109.051,101.498,103.634,111.282,107.811,102.718,111.969,108.04,108.822,110.405,111.95,8.514,1.324
110.996,117.5,113.209,106.972,110.596,108.555,109.28,103.748,107.124,105.923,110.1,107.887,105.865,108.04,5.329,6.931
107.563,118.32,92.228,111.359,108.974,107.277,119.446,107.086,105.637,110.939,103.825,102.146,102.299,104.168,3.384,5.959
105.293,112.179,99.419,125.645,105.331,108.631,117.748,114.449,105.255,110.519,105.141,105.465,103.691,105.293,6.378,0.294
118.149,104.931,106.705,109.566,111.931,107.277,116.699,108.307,111.034,114.353,107.773,111.568,115.116,114.468,17.193,3.88
113.247,106.857,103.348,109.928,101.288,100.544,112.37,104.836,103.195,125.416,112.541,116.127,115.86,115.459,5.081,2.239
108.65,106.8,102.604,107.639,99.438,103.31,107.277,108.383,97.034,120.762,109.947,114.944,118.721,119.675,5.558,3.059
107.563,94.955,114.792,105.045,99.457,105.503,117.004,111.702,107.563,118.053,112.637,110.176,109.489,109.337,-4.742,15.095
97.778,102.108,101.212,116.089,99.037,112.389,114.983,110.729,109.318,115.955,108.173,109.852,107.697,112.522,2.087,8.953
100.334,105.56,110.023,110.996,104.225,110.138,114.677,103.977,113.838,114.029,106.552,105.484,110.691,110.729,3.288,6.874
108.04,106.285,113.762,104.321,105.236,103.539,112.331,106.285,106.113,111.931,107.277,108.479,107.811,109.28,3.593,5.386
107.506,124.882,107.086,109.432,101.173,106.686,110.043,105.904,105.675,113.209,104.988,112.007,106.228,110.615,11.89,1.4
111.359,115.726,111.874,107.067,110.023,107.868,112.236,107.315,102.318,116.013,104.397,105.274,105.885,107.468,10.651,-1.08
109.47,107.754,107.735,109.28,114.296,99.171,120.056,113.438,106.438,109.966,105.618,107.582,104.607,106.228,3.212,5.157
103.863,111.359,98.751,124.424,102.413,108.955,116.947,109.642,102.585,118.34,106.647,109.985,105.827,105.846,-6.554,14.503
106.228,106.495,104.511,115.288,104.874,105.541,112.808,109.127,104.511,114.372,113.018,104.473,117.844,119.16,4.204,3.803
113.724,105.446,105.35,112.331,100.945,103.672,113.342,107.315,106.457,115.459,113.895,115.498,117.138,115.307,-2.129,8.286
103.138,105.885,102.051,114.182,91.16,110.004,114.582,108.841,108.021,122.345,116.489,105.789,114.944,113.991,6.588,3.46
106.152,93.029,113.304,103.882,101.517,107.544,116.947,111.111,113.724,115.192,109.451,110.691,110.748,113.171,9.697,6.664
99.895,101.593,108.936,108.135,102.089,106.19,117.558,106.724,108.593,117.062,103.539,116.547,111.683,112.083,2.258,10.403
107.468,112.484,107.83,112.408,100.334,104.015,112.427,107.83,102.108,114.182,107.086,111.549,112.656,115.421,8.781,4.814
111.511,120.285,105.522,109.146,115.002,101.574,109.642,107.048,102.623,112.35,103.748,107.162,106.209,107.677,6.989,-0.164
114.811,118.149,108.593,112.637,109.909,106.419,119.007,109.337,102.432,108.593,104.397,103.825,104.607,103.462,1.915,4.318
105.846,118.225,105.846,116.127,110.71,110.92,115.974,112.045,99.438,113.857,110.596,102.757,104.13,105.503,9.811,-1.06
110.596,104.588,105.427,108.459,111.549,110.672,114.182,108.078,109.756,116.222,111.53,106.171,112.713,114.697,6.836,1.4
114.563,98.465,117.882,107.887,100.391,102.89,114.449,104.988,101.974,113.838,114.944,119.274,116.051,116.623,-2.434,15.972
105.846,104.588,103.844,115.402,98.064,103.977,109.947,104.549,107.468,116.661,113.094,120.495,116.165,120.285,2.792,9.335
102.699,106.228,106.857,106.075,98.217,104.836,111.282,108.459,117.157,118.34,107.01,112.122,109.966,108.212,6.855,7.256
101.555,103.672,105.179,103.615,104.111,106.476,117.252,109.566,116.756,117.043,108.784,111.568,107.735,108.002,3.307,4.28
97.95,120.686,100.716,110.176,104.721,111.588,115.002,108.746,111.034,117.367,102.852,111.282,109.07,112.656,11.642,2.106
99.094,110.329,110.233,107.582,109.699,104.111,112.103,105.694,103.71,117.844,111.473,109.489,110.882,112.37,10.345,-1.709
118.511,113.857,105.694,103.233,106.304,105.103,118.34,105.236,100.964,112.942,110.367,109.318,98.541,103.691,6.95,3.822
116.642,111.149,108.65,120.361,114.296,118.244,118.13,100.182,106.228,116.261,104.95,99.743,111.473,110.748,-15.9,15.476
114.239,107.239,105.255,120.972,102.299,108.402,109.241,92.514,105.083,107.01,100.658,99.953,107.716,107.468,7.694,0.484
105.637,102.375,117.004,109.184,105.77,110.958,117.844,119.331,102.184,113.342,104.95,115.192,103.844,103.386,6.874,7.046
109.89,93.086,134.228,103.596,119.675,104.759,126.064,104.111,112.446,118.969,109.184,105.274,115.154,112.732,0.656,19.768
96.31,111.53,84.026,117.062,99.342,104.473,113.113,109.489,112.141,117.596,119.923,141.438,103.424,114.124,14.885,-6.077
106.571,100.315,109.718,113.609,115.707,124.939,122.326,109.261,102.699,116.508,89.005,120.667,113.476,103.863,2.029,23.392
95.604,111.549,102.89,107.258,98.942,108.44,119.16,103.271,134.228,117.996,112.503,121.086,112.732,114.525,5.291,-3.349
83.244,108.841,92.838,116.318,119.884,108.669,112.484,111.073,111.549,105.961,91.694,111.549,83.817,119.923,7.98,-5.924
113.914,109.356,94.231,115.421,112.217,107.944,101.917,106.533,106.075,113.247,106.457,114.239,130.947,111.282,-5.276,-1.461
115.307,118.378,103.291,116.146,91.637,89.214,113.342,108.898,97.721,117.462,108.154,107.086,105.846,100.677,-16.262,13.512
113.953,115.726,108.707,118.187,101.631,102.985,132.778,85.323,114.658,112.236,101.383,103.71,104.187,105.77,2.964,13.149
106.457,102.68,125.225,109.413,107.258,112.713,119.217,96.901,111.969,99.419,100.582,98.56,102.737,103.806,6.493,8.705
98.37,99.133,100.964,122.917,104.74,109.795,114.697,108.994,105.675,98.37,101.021,95.299,112.446,109.261,4.814,7.561
99.628,106.495,104.073,109.241,121.925,104.568,109.833,112.141,110.691,107.449,102.242,115.211,131.844,116.28,10.67,4.776
108.631,105.904,101.421,90.893,113.323,122.498,96.176,105.007,104.607,115.574,113.743,119.484,127.876,117.5,6.531,-22.308
110.31,106.037,97.473,104.797,122.612,87.994,111.492,110.901,111.32,119.026,107.639,118.301,117.462,109.222,-10.445,4.356
103.786,99.991,99.476,101.002,104.836,103.386,117.92,128.277,110.672,112.923,93.029,110.634,103.233,103.481,0.294,0.523
132.244,103.481,92.133,109.337,108.574,107.773,125.053,114.315,104.874,97.759,111.359,110.233,115.669,110.386,6.95,17.212
103.767,102.547,96.424,135.62,106.19,107.468,117.825,94.269,86.201,117.157,106.285,95.051,109.871,106.266,-2.167,15.247
112.122,112.865,118.473,116.528,92.361,108.669,99.972,106.8,103.729,114.792,101.707,106.342,109.203,135.22,4.204,-2.605
123.909,96.004,114.086,109.756,108.974,104.607,93.697,112.446,112.236,120.895,109.966,106.724,105.789,110.176,8.705,23.411
110.5,111.683,102.299,100.925,130.222,108.86,114.773,109.222,101.097,97.893,108.765,111.664,92.4,107.201,3.841,3.899
102.051,142.067,112.56,135.773,98.503,108.04,124.367,111.74,108.192,113.438,106.819,126.369,111.74,96.844,2.43,4.07
105.007,114.391,102.242,117.767,116.165,90.168,104.053,108.994,105.236,116.623,113.876,109.051,108.078,124.233,6.168,-0.088
110.31,111.282,106.533,106.857,108.974,107.944,130.413,126.598,99.209,116.299,112.808,115.192,118.492,117.386,5.024,16.83
98.98,101.898,102.966,118.759,100.735,102.928,114.868,109.737,115.707,118.816,113.361,115.04,112.77,112.732,-1.671,7.275
107.162,100.716,101.994,108.212,105.923,108.173,117.062,112.904,109.547,118.645,107.544,114.162,109.127,115.688,3.803,4.414
106.342,96.329,105.446,108.116,104.454,108.402,116.547,106.533,112.198,121.811,108.974,125.206,111.263,111.378,-1.518,8.953
101.46,107.658,104.168,110.996,97.702,103.367,112.637,108.402,104.549,112.389,108.574,109.413,110.882,112.598,1.438,9.411
99.495,124.729,109.222,109.299,100.487,107.124,110.672,103.596,105.808,113.934,105.484,105.98,106.647,110.729,14.446,3.021
114.143,113.285,119.389,107.658,109.604,107.22,111.835,106.972,103.233,114.773,105.045,104.111,106.972,107.296,11.375,0.98
110.043,115.383,110.195,111.511,113.38,105.293,118.397,114.964,104.168,108.936,103.863,108.421,104.549,105.255,4.051,6.912
103.31,112.904,96.901,125.683,106.972,111.015,118.568,107.01,108.212,114.925,105.579,105.999,106.094,105.522,-6.096,14.484
104.282,107.735,103.195,114.315,99.743,103.844,114.735,109.909,104.416,114.143,109.604,108.44,112.942,117.157,3.326,3.975
113.781,102.699,106.743,107.677,102.07,103.157,108.402,106.342,106.647,118.206,115.498,117.176,115.746,120.876,1.419,8.152
105.083,105.312,105.98,103.939,97.034,106.647,111.511,107.658,109.489,122.211,110.577,112.141,114.735,115.078,2.392,8.896
94.402,108.021,108.593,103.424,101.955,107.658,114.429,111.588,110.863,117.157,108.917,109.985,107.735,110.5,13.397,1.915
99.819,111.683,107.639,110.5,102.795,106.647,117.214,105.389,105.77,115.707,107.43,109.909,111.187,110.081,3.727,6.893
109.07,119.56,95.509,123.528,101.326,102.966,111.073,108.04,101.154,112.255,107.01,110.481,109.337,112.713,5.596,-1.251
124.31,112.331,109.566,111.282,107.124,103.977,112.389,106.571,103.653,113.285,104.912,108.86,106.209,111.111,3.937,4.07
116.165,103.863,112.904,112.198,108.479,108.612,116.261,103.901,107.124,117.29,103.596,103.405,105.35,106.037,-0.66,9.125
105.236,109.051,107.735,111.416,99.628,107.391,118.473,113.419,108.593,112.446,104.225,106.457,106.4,107.449,3.517,5.672
98.923,119.77,103.367,109.089,105.942,107.849,111.626,108.44,109.489,116.623,108.173,111.034,112.007,114.773,10.517,1.534
108.288,112.331,108.898,103.329,108.288,104.759,111.969,107.677,104.549,116.604,111.32,110.481,117.348,118.683,9.697,-0.145
108.784,108.574,107.811,106.895,108.803,99.552,115.688,108.803,108.479,116.222,112.98,119.789,115.288,113.743,3.88,6.207
98.923,110.748,90.702,118.893,104.74,105.179,118.587,110.062,109.68,119.808,109.184,112.35,112.923,110.882,-5.6,10.765
105.312,100.983,100.582,107.544,105.541,106.857,116.909,122.688,106.075,119.16,112.37,100.334,109.146,111.588,3.288,3.288
106.209,101.612,103.939,110.786,104.607,106.686,111.378,108.517,105.236,113.686,108.479,110.634,111.912,114.449,1.171,8.228
108.326,111.893,111.568,106.876,98.56,104.836,109.566,105.465,104.092,115.078,105.942,105.293,108.459,110.748,3.269,8.839
106.8,116.375,115.65,90.721,104.95,106.667,108.803,105.637,103.939,111.359,104.321,104.74,105.503,106.552,10.441,1.057
109.909,116.127,114.887,108.059,112.713,111.645,115.631,109.966,105.77,105.77,110.825,104.988,103.596,106.533,8.801,3.117
104.836,112.255,110.138,111.187,114.258,110.844,117.119,108.269,108.059,114.277,105.827,104.664,105.446,103.462,5.596,2.277
112.408,100.658,112.77,112.293,102.222,107.067,119.141,108.078,105.446,114.029,108.974,113.247,113.914,111.32,-4.761,15.514
106.4,108.784,103.729,112.789,98.141,103.271,109.337,105.274,105.77,120.266,112.198,120.972,114.887,120.19,3.269,9.468
105.522,104.206,107.62,107.468,100.868,104.778,109.68,109.432,111.626,118.759,110.538,112.675,116.222,118.34,3.975,7.408
103.958,101.822,108.994,99.075,104.168,105.885,116.356,112.598,110.31,116.432,111.626,110.329,108.746,110.062,7.961,0.904
100.563,109.013,98.675,108.669,106.133,110.577,116.871,109.375,110.615,115.612,105.045,110.386,109.07,109.871,7.542,2.487
99.876,112.141,108.517,105.217,109.127,107.353,115.231,108.784,104.549,115.974,104.664,108.498,111.568,111.549,8.228,0.16
115.402,106.934,109.871,111.664,107.658,103.977,117.081,105.35,105.064,113.094,110.596,110.596,110.767,110.157,5.253,3.899
116.985,110.92,108.765,120.018,97.111,103.939,110.901,105.045,106.247,112.408,105.103,107.22,109.528,108.135,-1.9,14.675
107.239,111.969,108.898,118.111,98.579,107.162,114.697,105.885,104.34,115.517,99.171,112.789,105.732,107.487,3.288,9.392
104.912,108.402,109.261,112.179,105.713,109.394,118.111,110.424,106.247,114.22,102.242,105.98,105.389,110.233,7.351,4.719
103.672,113.419,99.438,111.034,112.045,107.124,114.182,112.617,106.857,112.827,108.345,108.707,108.135,112.026,10.021,-5.238
117.672,108.517,106.075,108.097,108.727,105.007,113.914,106.628,106.075,113.686,109.795,112.484,115.898,118.111,1.781,1.915
109.489,111.702,101.173,114.067,101.04,104.073,113.266,108.955,104.511,122.364,115.059,112.446,116.451,116.261,7.771,0.351
108.097,104.111,103.71,110.062,102.07,107.811,115.498,111.588,112.083,120.285,109.127,111.511,112.598,113.533,6.588,3.365
102.928,94.822,113.934,100.716,102.642,107.334,119.656,110.844,109.89,119.465,110.767,108.65,111.473,112.007,2.258,9.315
97.015,101.612,105.923,111.683,98.827,107.658,113.8,107.22,107.239,115.879,108.822,110.691,112.598,114.067,3.841,8.152
102.718,117.71,105.026,111.797,100.449,105.255,107.277,112.598,102.757,112.56,107.315,112.408,108.078,115.459,7.256,1.991
109.737,119.198,105.713,109.89,114.697,106.304,111.588,104.74,99.667,113.857,108.936,104.759,105.675,108.021,2.983,2.411
119.732,107.506,112.389,111.263,113.075,106.647,117.214,111.683,104.988,112.274,105.618,95.642,102.108,104.988,2.048,4.433
111.34,109.184,105.618,114.811,108.021,109.489,114.773,111.778,108.479,112.198,111.53,113.247,103.462,101.746,0.904,7.847
106.38,104.378,110.462,106.667,101.097,117.71,117.252,105.77,108.326,118.301,107.124,106.857,109.451,107.983,-2.872,10.651
96.71,118.721,106.38,103.596,101.612,112.484,115.574,106.991,107.41,120.094,113.018,117.519,117.443,119.923,7.027,1.286
108.898,111.073,107.277,102.737,108.231,107.372,111.931,104.683,105.923,109.966,111.988,120.895,116.432,121.048,10.441,-2.72
93.658,108.746,99.552,105.274,105.865,105.923,126.541,122.498,93.754,135.773,109.737,111.244,111.397,114.334,3.765,3.88
99.609,122.078,99.724,118.664,98.16,108.021,114.01,114.449,111.549,100.964,96.748,119.198,107.697,115.326,-2.243,12.73
108.688,114.964,97.149,112.007,112.98,110.004,122.726,108.688,105.064,109.241,116.203,98.866,123.146,103.138,3.498,1.305
112.732,117.214,100.945,123.661,102.375,108.974,111.778,92.4,103.481,118.454,118.454,113.686,119.122,109.489,8.038,12.844
114.143,116.051,111.74,108.688,103.176,103.367,97.225,113.285,109.318,108.898,110.1,107.544,108.212,125.874,-5.676,10.326
92.686,117.729,104.13,118.683,108.25,111.893,117.596,112.904,131.901,115.822,93.143,110.157,118.721,108.879,6.397,5.615
105.923,111.015,105.999,103.138,113.609,115.765,123.432,114.563,104.416,111.53,116.756,119.217,114.716,104.912,6.168,-2.663
110.786,110.691,106.476,113.323,106.457,108.86,119.617,89.214,113.075,114.105,109.947,107.01,104.721,105.026,2.926,0.427
98.598,120.304,111.168,115.479,101.383,105.846,114.62,114.429,105.637,116.623,103.348,113.724,115.231,117.462,1.667,18.28
90.683,99.018,109.699,111.835,96.348,104.683,123.146,103.786,108.288,113.209,107.735,116.928,115.078,119.541,4.242,5.215
111.492,101.994,121.868,112.331,101.536,107.315,109.604,112.656,107.315,110.5,111.149,98.541,122.688,116.737,7.523,5.711
101.994,93.41,113.361,98.885,121.201,108.135,115.04,109.07,113.743,116.241,135.525,99.934,113.571,118.111,1.61,8.858
93.105,115.517,95.852,98.408,121.639,91.179,132.931,108.974,108.746,117.329,110.996,109.68,139.187,113.476,1.553,9.01
105.713,116.985,103.214,108.307,101.536,116.318,111.13,102.184,97.34,110.634,113.838,113.304,113.533,103.901,36.133,1.171
105.675,119.236,108.192,108.231,110.577,102.871,103.615,117.558,104.053,118.034,88.165,112.427,109.756,109.451,7.637,-8.976
98.77,103.481,110.214,108.307,111.282,106.781,115.078,104.836,123.337,115.517,104.321,112.484,99.113,101.898,-2.357,12.501
103.481,101.936,114.487,119.617,106.037,95.585,113.323,110.653,104.607,119.179,101.498,86.964,103.062,92.8,-4.665,4.604
100.868,109.451,99.934,113.647,103.958,112.675,107.735,103.386,106.457,115.612,108.517,118.969,108.173,108.612,9.01,-0.45
108.25,112.827,116.261,117.748,111.664,104.378,122.65,107.964,116.127,110.577,114.563,107.449,115.04,118.034,9.754,1.152
130.699,94.231,106.209,104.607,114.601,99.991,97.816,104.549,107.449,104.435,115.231,116.852,127.59,113.8,1.152,-3.006
105.77,114.296,78.819,108.288,104.836,93.201,108.44,107.525,111.893,115.974,121.83,103.729,121.201,109.146,-5.6,23.468
100.697,105.465,98.598,107.048,93.124,109.318,124.519,113.476,102.699,120.19,109.642,101.879,84.255,96.748,0.313,-4.246
105.846,88.49,117.672,106.152,104.836,100.964,131.138,105.484,101.173,114.544,105.503,109.413,108.04,113.609,17.326,9.373
109.756,128.601,111.664,107.735,106.552,107.487,113.8,100.124,114.182,102.146,102.127,118.092,110.71,112.026,3.403,9.85
97.073,104.53,101.212,111.492,100.506,102.146,113.552,104.549,103.748,119.751,105.637,102.928,110.424,109.928,4.375,7.122
111.244,119.541,99.342,120.514,105.522,104.359,110.653,108.746,108.097,111.244,105.35,111.282,105.408,107.754,6.073,0.16
119.617,105.083,108.612,113.152,112.083,110.806,115.269,109.241,103.271,111.549,102.146,104.74,103.367,106.075,2.468,4.776
112.904,102.356,111.664,109.528,106.323,109.718,120.399,106.094,113.018,115.44,105.541,103.958,105.904,105.942,0.942,7.504
106.113,108.593,107.315,107.773,100.811,103.806,114.735,108.784,108.288,116.318,109.299,115.307,113.991,116.833,1.972,9.411
88.261,124.29,104.893,107.41,102.108,105.179,111.74,107.277,106.686,121.315,110.5,116.623,116.451,118.835,15.305,1.095
103.825,104.511,111.053,102.566,107.792,105.35,111.588,110.043,106.762,121.62,111.664,111.855,113.953,115.898,9.907,1.457
101.421,106.171,104.359,104.111,107.315,105.389,116.528,114.773,109.165,115.707,108.86,115.822,113.876,114.143,3.231,6.588
97.721,108.898,88.985,120.514,102.451,109.451,117.481,108.498,108.173,117.119,111.969,112.083,111.435,109.28,-6.821,13.664
104.092,106.762,105.274,116.089,102.203,104.206,113.628,108.479,104.988,113.075,110.691,104.034,110.367,112.865,4.299,3.86
121.449,107.849,112.789,111.492,104.301,104.416,110.5,105.656,104.721,112.541,107.773,107.811,107.391,108.402,4.566,7.122
114.391,111.988,117.1,104.626,110.004,109.222,110.939,105.846,102.585,114.449,98.389,105.179,104.607,105.846,1.572,10.174
96.825,124.977,108.097,112.598,106.228,109.756,118.454,111.835,105.465,111.549,102.776,102.795,104.549,106.915,5.939,3.422
105.179,113.934,104.244,112.236,111.931,111.778,114.162,111.111,105.98,112.217,116.222,106.533,108.116,105.484,10.422,-1.308
109.509,107.983,109.013,106.667,107.086,108.097,112.484,109.184,108.154,116.394,107.315,111.874,115.383,117.29,6.073,1.686
113.457,97.988,112.274,112.16,98.618,101.955,111.874,106.285,103.539,117.5,116.375,116.394,117.615,117.825,-5.638,15.305
104.759,105.236,102.566,110.996,100.391,104.855,112.083,109.222,108.974,115.707,110.519,116.241,112.56,115.669,3.326,7.58
105.331,98.866,106.438,105.846,104.549,106.495,116.184,108.898,116.146,117.863,110.653,107.391,106.876,108.498,3.307,6.245
101.402,100.906,109.909,100.201,110.5,106.247,118.359,113.152,108.021,114.105,108.459,110.176,108.593,108.44,5.558,1.762
103.291,117.882,102.699,110.977,102.757,108.421,112.446,105.98,104.988,115.765,104.816,113.037,111.435,114.792,7.217,2.563
109.947,121.124,105.446,108.307,107.239,102.871,109.547,104.607,105.56,116.356,105.179,110.004,111.74,111.378,3.689,2.64
115.192,114.887,106.686,114.067,99.781,102.375,115.765,106.113,102.127,112.999,108.631,103.634,108.879,107.277,5.749,1.553
115.288,97.416,120.209,112.064,106.209,109.718,115.784,108.326,105.465,113.304,103.176,103.977,103.386,109.871,14.198,4.681
105.446,106.876,117.329,106.972,107.544,111.435,116.547,108.517,109.566,110.748,101.841,111.111,107.124,109.814,4.642,10.803
100.849,112.808,106.342,111.607,103.519,105.045,116.28,105.827,107.754,116.852,108.822,109.337,102.68,116.547,4.91,6.683
105.026,117.462,96.157,120.647,103.271,101.498,113.094,111.206,105.408,109.184,113.094,115.269,114.849,114.468,10.212,-5.18
115.688,108.021,103.577,107.487,109.299,102.337,114.601,104.988,108.44,120.094,110.233,113.953,112.827,111.816,1.915,4.147
105.16,104.721,98.541,111.454,102.814,103.615,118.492,113.037,105.255,125.454,109.756,111.13,113.132,113.647,-0.66,6.321
102.261,105.103,99.018,111.969,94.498,108.479,114.01,113.876,109.013,119.37,107.43,110.653,110.462,111.187,2.335,9.373
93.048,112.789,109.261,107.62,103.062,108.555,111.549,101.097,106.438,116.165,109.947,106.209,111.95,113.8,13.741,5.31
107.83,110.538,116.432,107.048,100.639,103.71,110.977,106.419,103.977,111.816,111.111,105.389,110.348,110.825,9.239,5.177
112.122,115.707,110.958,111.568,108.536,105.217,110.615,111.53,104.225,111.187,103.271,109.642,105.579,106.018,5.672,6.378
107.048,120.914,100.239,121.735,109.28,112.045,117.29,109.547,104.797,111.645,101.593,102.184,104.511,103.462,-5.39,11.623
108.555,105.675,106.724,119.827,108.25,109.489,117.805,110.882,106.19,114.925,105.713,100.22,103.291,104.511,4.356,4.28
112.274,102.89,107.906,110.062,104.416,107.162,113.571,111.397,106.304,114.925,108.269,112.675,110.939,113.762,6.893,5.978
107.983,106.8,109.795,97.263,109.394,104.53,109.337,102.623,106.209,120.361,108.669,117.252,115.459,121.372,0.122,10.059
93.029,119.102,104.263,105.255,100.029,101.231,109.756,110.806,106.647,116.585,112.179,113.419,118.053,118.759,7.961,3.613
101.288,107.353,105.827,100.582,106.056,109.47,114.239,112.961,111.511,110.748,113.838,112.083,110.844,108.154,9.392,2.239
100.563,103.786,105.083,107.277,111.568,109.013,120.018,109.509,110.348,116.547,108.04,108.326,109.928,110.691,4.986,3.593
105.484,103.329,107.41,119.35,102.146,105.179,117.825,109.795,102.985,113.285,107.716,110.996,109.947,110.806,-1.671,10.136
116.909,107.067,106.762,116.337,104.473,106.59,109.718,103.71,103.863,113.495,106.857,113.094,109.489,112.274,2.964,6.531
114.239,111.969,113.743,110.596,100.716,104.588,110.367,101.65,112.122,113.094,103.901,106.266,107.62,109.528,5.692,5.653
110.195,107.067,113.876,100.964,116.566,106.59,114.944,107.697,103.004,112.141,105.598,104.988,106.075,105.293,12.863,-6.172
104.95,114.449,101.593,114.277,105.198,105.637,114.83,107.83,112.751,116.28,107.887,110.405,110.443,117.138,-1.804,7.656
108.04,109.795,106.304,116.547,92.438,108.04,115.345,106.647,104.549,119.732,116.013,109.623,116.947,119.694,5.806,3.689
108.555,100.01,118.721,108.936,100.887,106.724,111.454,105.827,109.165,117.996,115.154,117.558,112.522,112.408,14.713,3.231
99.781,102.623,106.781,103.119,108.517,104.225,118.32,107.239,109.547,117.805,100.735,119.083,111.435,109.089,1.343,10.975
93.258,107.01,102.737,107.677,102.413,102.299,123.032,114.773,109.642,119.312,109.07,112.103,112.37,115.383,-5.447,5.52
97.359,109.184,93.201,120.361,105.77,107.258,113.934,106.495,105.827,116.318,111.511,111.626,111.073,110.672,5.806,-0.927
121.83,104.092,110.5,107.601,105.37,104.359,115.726,105.064,101.936,111.492,104.034,108.25,108.326,109.852,3.384,6.454
115.116,107.01,107.563,110.1,101.46,105.846,117.844,104.206,106.018,117.844,113.438,95.242,106.552,108.479,-1.862,7.065
110.729,114.658,116.661,109.604,98.942,106.59,115.631,111.359,105.465,112.637,105.255,108.994,116.013,111.473,5.177,11.604
99.514,122.86,106.38,111.549,111.702,106.228,122.841,111.855,111.721,114.029,106.915,107.334,111.797,96.119,18.986,-8.27
106.59,113.781,109.528,101.383,111.645,113.056,112.274,96.577,109.489,114.086,110.691,107.887,112.77,112.999,9.087,-1.709
102.432,101.479,106.762,100.735,100.868,104.187,105.808,103.195,106.686,109.318,119.16,117.329,122.803,115.974,11.681,9.163
93.544,75.081,119.217,96.71,98.465,109.89,109.528,93.143,85.838,120.094,103.519,115.841,123.108,119.141,-4.36,13.607
110.443,105.77,103.825,91.713,102.413,114.582,112.865,114.067,111.015,117.176,103.119,110.92,115.631,109.909,4.433,5.959
116.07,103.481,105.598,96.329,104.416,101.574,113.209,106.628,105.484,114.792,113.533,113.304,107.315,118.416,-2.205,8.476
100.83,105.579,103.043,95.07,117.195,107.735,107.468,109.871,106.686,108.288,101.841,104.416,105.236,110.596,5.978,-4.15
107.62,121.162,93.067,111.359,108.784,104.664,112.77,104.721,113.209,114.658,108.898,81.146,103.71,113.19,1.553,3.212
119.026,119.102,104.549,113.38,99.037,113.171,111.034,104.454,100.372,115.078,100.086,105.77,107.201,96.863,7.656,6.207
110.748,115.784,104.893,118.073,85.896,111.149,124.424,122.269,103.5,113.667,104.263,108.917,119.637,115.669,-0.965,5.444
72.372,122.746,105.675,113.018,105.846,83.931,106.991,113.361,98.579,112.503,102.795,106.457,105.331,104.74,7.198,-3.006
100.182,102.776,110.176,106.228,110.043,105.732,118.492,98.808,116.623,112.598,97.187,109.127,107.677,105.999,7.236,3.098
121.983,107.697,106.419,105.465,103.939,105.179,118.416,109.165,115.288,112.865,114.201,108.192,118.607,119.217,4.776,1.972
111.855,88.547,121.754,120.228,100.124,104.95,112.179,102.776,104.626,120.533,90.759,112.503,115.555,115.459,7.084,9.792
